question	answers
"Two trains under a controlled experiment begin at a speed of 100 mph in the opposite direction in a tunnel. A supersonic bee is left in the tunnel which can fly at a speed of 1000 mph. The tunnel is 200 miles long. When the trains start running on a constant speed of 100 mph, the supersonic bee starts flying from one train towards the other. As soon as the bee reaches the second train, it starts flying back towards the first train.
If the bee keeps flying to and fro in the tunnel till the trains collide, how much distance will it have covered in total?"	"Rationale: 
- The two trains are moving towards each other at a combined speed of 100 mph + 100 mph = 200 mph.
- The time taken for the trains to collide can be calculated using the formula: time = distance/speed.
- Time taken for the trains to collide = 200 miles / 200 mph = 1 hour.

During this one hour:
- The supersonic bee is flying back and forth between the two trains at a speed of 1000 mph.
- In one hour, it covers a total distance of 1000 miles (since it flies at its maximum speed).

Therefore, Answer: A) 1000 miles."
6 pigs cost the same as 9 sheep. 27 sheep cost the same as 30 goats. 50 goats cost the same as 3 elephants. If two elephants cost $4800, then the cost of one pig in dollar is	"Rationale: Let's start by finding the cost of one elephant:
Two elephants cost $4800, so one elephant costs $4800 / 2 = $2400.

Now, we can use the given information to find the cost of one pig:
6 pigs cost the same as 9 sheep, which means 2 pigs cost the same as 3 sheep.
27 sheep cost the same as 30 goats, which means 3 sheep cost the same as 10 goats.
50 goats cost the same as 3 elephants, and we found that one elephant costs $2400. So, 50 goats also cost $2400.

Now we know that:
10 goats = $2400
1 goat = $240

Since we found earlier that 3 sheep is equivalent to 10 goats:
1 sheep = ($240 / 10) = $24

Finally, since it was given that 6 pigs are equivalent in value to 9 sheep:
1 pig = (9 * $24) /6= $36

Answer: E)350"
A certain prosthodontist specializes in implanting gold and silver teeth in his patients’ mouths. He charges $650 for a gold tooth and $325 for a silver tooth. If his total fees for implanting gold and silver teeth last week were $15,925 in total, and he implanted five more gold teeth than silver teeth, how many teeth in total did he implant over the week?	"Rationale: Let's denote the number of silver teeth implanted as x. Since the prosthodontist implanted five more gold teeth than silver teeth, the number of gold teeth implanted would be x + 5.

The total fees from implanting silver teeth would be $325x, and the total fees from implanting gold teeth would be $650(x + 5).

Given that the total fees for implanting both types of teeth last week were $15,925:
$325x + $650(x + 5) = $15,925
Solving this equation gives us:
$325x + $650x + $325(5) = $15,925
$975x + $1625 = $15,925
$975x = $14,300
x = 14.67

Since we can't have a fraction of a tooth, we need to round up to the nearest whole number. Therefore, x (the number of silver teeth) is 15.

Answer: A) 31

Therefore, the total number of teeth implanted over the week would be:
Number of gold teeth (x+5): 15+5=20
Total number of implants: Number of gold implants + Number of silver implants
Total"
David bought 13 BMW cars for a total price of 1,105,000 dollars. If he wants to make a profit of 39,000 dollars in the deal, at what price should he sell one car?	"Rationale: 
To find the price at which David should sell one car to make a profit of $39,000, we first need to determine the cost price of one BMW car. We can do this by dividing the total price he paid for 13 cars by 13:

Cost price of one car = Total price / Number of cars
Cost price of one car = 1,105,000 / 13
Cost price of one car = 85,000

Now that we know the cost price per car is $85,000 and David wants to make a profit of $39,000 on each car, we can calculate the selling price as follows:

Selling Price = Cost Price + Profit
Selling Price = 85,000 + 39,000
Selling Price = 124,000

Therefore, Answer: D)124,000$."
30% of all Huhulians own at least one TV. 24% of Huhulians who own at least one TV own at least four TV's. What percent of Huhulians own at least four TV's?	"Rationale: Let's assume there are 100 Huhulians in total. According to the information given, 30% of all Huhulians own at least one TV, which means 30 Huhulians own at least one TV. 

Out of these 30 Huhulians who own at least one TV, 24% own at least four TVs. This means that 24% of the initial 30 Huhulians own at least four TVs, which is (24/100) * 30 = 7.2.

Answer: C)7.2%"
If a man reduces the selling price of a fan from Rs.400 to Rs.380, his loss increases by 2%. The cost price of the fan is	"Rationale: 
Let the cost price of the fan be Rs. x.

Initially, Selling Price (S.P.) = Rs. 400
Initial Loss = Cost Price (C.P.) - S.P. = x - 400

After reducing the selling price to Rs. 380:
New Selling Price (S.P.) = Rs. 380
New Loss = Cost Price (C.P.) - S.P. = x - 380

Given that the loss increases by 2%:
x - 380 = x - 400 + (2/100)(x) 
=> x - 380 = x - 400 +0.02x
=>0.98x=20
=>x=20/0.98=2000/98=1000/49≈Rs20

Therefore, the cost price of the fan is Rs.1000.

Answer: D) Rs.1000"
A small business invests $9,800 in equipment to produce a product. Each unit of the product costs $0.65 to produce and is sold for $1.20. How many units of the product must be sold before the revenue received equals the total expense of production, including the initial investment in equipment?	"Rationale: 
Let x be the number of units that need to be sold for the revenue to equal the total expense. 
Total expense = Initial investment + (cost per unit * number of units)
Total revenue = selling price per unit * number of units
Setting up the equation:
$9,800 + ($0.65 * x) = $1.20 * x

Solving for x:
$9,800 + $0.65x = $1.20x
$9,800 = $0.55x
x ≈ 17,818

Answer: D) 17,818"
The function P~ can be expressed as 2-P for all values of P. What is the value of (7~)~?	"Rationale: 
Given that the function P~ can be expressed as 2-P for all values of P. Therefore, to find the value of (7~)~, we first need to find the value of 7~ using the given function.

Substitute P = 7 into the function 2-P:
7~ = 2 - 7
7~ = -5

Now, substitute this result back into the function:
(7~)~ = ( -5 )~
(7~)~ = 2 - (-5)
(7~)~ = 2 + 5
(7~)~ = 7

Answer: A) 7"
A tailor had a number of shirt pieces to cut from a roll of fabric. He cut each roll of equal length into 12 pieces. He cut at the rate of 40 cuts a minute. How many rolls would be cut in 30 minutes ?	"Rationale: 
- The tailor cuts each roll of fabric into 12 pieces.
- So, for each roll, he needs to make 11 cuts (to get 12 pieces).
- Since he is cutting at a rate of 40 cuts per minute, he will use up one roll in (11 cuts / 40 cuts/minute) = (11/40) minutes.

Answer:
- In 30 minutes, the number of rolls cut would be: 
   = (30 minutes) / ((11/40) minutes per roll)
   = (30 * 40) / 11
   = 1200 / 11
   ≈ 109

Therefore, Answer: D)109"
3 men and 3 women need to be seated in 2 rows with 3 chairs in each row. All men have to be seated in the back row. How many ways can this be done?	"Rationale: 
1. There are 3 men and 3 women to be seated in 2 rows with 3 chairs in each row.
2. All men have to be seated in the back row, so there are only 3 options for seating the men in the back row.
3. Once the men are seated, we are left with 3 women and 3 chairs in the front row.
4. The number of ways to seat the women in the front row is equal to the number of permutations of arranging these 3 women in 3 chairs, which is \(3!\) (factorial).
5. Therefore, total number of ways = Number of ways to seat men * Number of ways to seat women = \(3 * 3! = 18\).

Answer: A)6"
If a number is chosen at random from the set {1, 2, 3, ...., 100}, then the probability that the chosen number is a perfect cube is?	"Rationale: 
There are 100 numbers in the set {1, 2, 3, ..., 100}.
The perfect cubes less than or equal to 100 are {1, 8, 27, 64}.
Therefore, there are a total of 4 perfect cubes in the set.

Answer:
The probability that the chosen number is a perfect cube is given by:
Probability = (Number of favorable outcomes) / (Total number of outcomes)
Probability = 4/100
Probability = 1/25

Answer: A)1/25"
A train running between two stations A and B arrives at its destination 10 minutes late when its speed is 50 km/h and 50 minutes late when its speed is 30 km/h. What is the distance between the stations A and B ?	"Rationale: Let the distance between stations A and B be x km. 

When the speed of the train is 50 km/h, it arrives 10 minutes late. This means that the time taken to cover x km at 50 km/h is greater by 10 minutes than the actual time needed.

\( \frac{x}{50} = t + \frac{1}{6} \)   (where t is the actual time taken in hours)

Similarly, when the speed of the train is 30 km/h, it arrives 50 minutes late. This means that the time taken to cover x km at 30 km/h is greater by 50 minutes than the actual time needed.

\( \frac{x}{30} = t + \frac{5}{6} \)

Solving these two equations simultaneously will give us the value of x.

Answer: D)70 km"
The H.C.F and L.C.M. of two numbers are 50 and 100 respectively. If the first number is divided by 2, the quotient is 50, the second number is:	"Rationale: 
Let the two numbers be a and b. 
Given, H.C.F(a,b) = 50 and L.C.M.(a,b) = 100
We know that H.C.F x L.C.M = Product of the numbers
=> 50 x 100 = a x b
=> ab = 5000

Also, given that when the first number is divided by 2, the quotient is 50:
So, a/2 = 50 => a = 100

Now, we can find the second number:
b = (ab)/a
b = (5000)/100
b = 50

Answer: A)50"
Bert and Ernie are among 12 tenants on Sesame Street, from which 9 tenants are to be selected for the neighborhood watch. Of the different possible selections, how many contain neither Bert nor Ernie?	"Rationale: 
To find the number of selections that contain neither Bert nor Ernie, we need to first determine the number of ways to select 9 tenants from the remaining 10 (excluding Bert and Ernie). This can be calculated using combinations formula: 

C(n, k) = n! / (k!(n-k)!)

where n is the total number of tenants (10 in this case), and k is the number of tenants to be selected for neighborhood watch (9 in this case).

Calculating C(10, 9):
C(10, 9) = 10! / (9!(10-9)!) 
         = 10

Therefore, there are 10 ways to select 9 tenants from the remaining 10 without including Bert or Ernie.

Answer: A)1"
