question	answers
A man earns RS. 20 on the first day and spends Rs. 15 on the next day. He again earns Rs. 20 on the third day and spends Rs. 15 on the fourth day. If he continues to save like this, how soon will he have Rs. 60 in hand?	"To find out how soon the man will have Rs. 60 in hand, let's analyze his earnings and spendings:

On each cycle of 4 days:
- Earnings = Rs. 20 + Rs. 20 = Rs. 40
- Spendings = Rs. 15 + Rs. 15 = Rs. 30
- Savings per cycle = Earnings - Spendings = Rs. 40 - Rs. 30 = Rs. 10

So, the man saves Rs. 10 every cycle of four days.

Now, we need to determine how many cycles are needed to reach a total savings of at least Rs. 60:

Total savings required = Rs. 60

Number of cycles needed = Total savings required / Savings per cycle
Number of cycles needed = Rs.60 /Rs .10=6 cycles 

Since each cycle is for four days, the total number of days required would be:
Total number of days= Number of cycles * Days per cycle 
Total number of days=6*4=24

Therefore, he will have RS .60 on the ""24th day"".

Answer: B) on the ""27th day"""
Money is paid into an account in portions of $500 and paid out in portions of $300. If after a month the account grew by $1,200, what is the least possible number of transactions that could have been made?	"Let's denote the number of $500 portions paid into the account as 'x' and the number of $300 portions paid out of the account as 'y'.

Given that after a month, the account grew by $1,200, we can set up an equation based on the transactions:
$500x - $300y = $1,200

To find the least possible number of transactions made, we need to minimize both x and y. Since each transaction involves either paying in $500 or paying out $300, we want to minimize these values.

Let's start with some assumptions:
- If all transactions were payments in ($500), then 3 transactions would result in an increase of only $1,500.
- If all transactions were payments out ($300), then 4 transactions would result in a decrease of only $1,200.

Since we need an increase of exactly $1,200 and considering these assumptions above, it is not possible to achieve this with fewer than 4 transactions. 

Therefore,
Rationale: The least possible number of transactions that could have been made is 4.
Answer: B) 4"
If (x # y) represents the remainder that results when the positive integer x is divided by the positive integer y, what is the sum of all the possible values of y such that (16 # y) = 3?	"Given that (x # y) represents the remainder when the positive integer x is divided by the positive integer y.

We are given that (16 # y) = 3. This means when 16 is divided by y, the remainder is 3.

To find all possible values of y, we need to consider all factors of (16 - 3), which is 13. The factors of 13 are 1 and 13.

Therefore, the sum of all possible values of y such that (16 # y) = 3 is:
1 + 13 = 14

Answer: A)14"
An investor purchased shares of stock at a certain price. If the stock increased in price Rs 0.25 per share and the total increase for the x shares was Rs 12.50, how many shares of stock had been purchased?	"Given:
- Increase in price per share = Rs 0.25
- Total increase for x shares = Rs 12.50

Let's denote the number of shares purchased as x.

To find the number of shares purchased, we can set up an equation based on the given information:
0.25 * x = 12.50

Now, solve for x:
x = 12.50 / 0.25
x = 50

Therefore, the investor had purchased 50 shares of stock.

Answer: B) 50"
In how many ways can 5 different candies be distributed among 4 children? (Children could get 0 candies or more than one candy)	"To distribute 5 different candies among 4 children, we can think of it as each candy having 4 choices (one for each child) independently. 

So, for each candy, there are 4 ways to distribute it. Since there are 5 different candies, the total number of ways to distribute them is \(4^5\).

Therefore, the answer is:

Answer: A) \(4^5\)"
A is 30% more efficient than B. How much time will they, working together, take to complete a job which A along could have done in 23 days?	"Let's first find out the ratio of efficiency between A and B.

If A is 30% more efficient than B, then A's efficiency is 100% + 30% = 130% of B's efficiency.

This can be written as:
A's efficiency / B's efficiency = 130% / 100% = 1.3

Now, let's assume that B takes x days to complete the job alone. So, in one day, B completes 1/x of the job.

Since A is 30% more efficient than B, A will complete the same job in (x * (100/130)) days because it is only at a rate of \( \frac{100}{130} \) times that of A.

Now, if we consider both working together:
Combined work done by A and B in one day = \( \frac{1}{23} + \frac{1}{\left(\frac{x*100}{130}\right)} \)

We know that they together take 'n' days to finish the job. Therefore,
\( n * (\frac{1}{23} + \frac{1}{\left(\frac{x*100}{130}\right)}) = 1 \)

Solving this equation"
The marked price of a clock is Rs.6400. It is to be sold at Rs.4896 at two successive discounts. If the first discount is 10%, the second discount is	"Given:
Marked price of the clock = Rs. 6400
Selling price after two successive discounts = Rs. 4896
First discount = 10%

Let the second discount be x%.

After the first discount of 10%, the price becomes:
90% of Rs. 6400 = (90/100) * 6400 = Rs. 5760

Now, after the second discount of x%, the selling price is Rs. 4896.

So, (100 - x)% of Rs. 5760 = Rs. 4896

Calculating this:
(100 - x)/100 * 5760 = 4896
5760 - (57.60x) = 4896
57.60x = 864
x ≈14.29%

Therefore, the second discount is approximately equal to a reduction of about 14%. 

Answer: A)14%"
A dog takes 4 leaps for every 5 leaps of a hare but 3 leaps of a dog are equal to 4 leaps of the hare. Compare their speeds.	"To compare the speeds of the dog and the hare, we can use the given ratios of their leaps.

Let's assume:
- The dog takes 4 leaps for every 5 leaps of the hare.
- 3 leaps of the dog are equal to 4 leaps of the hare.

Let's find a common ratio for both animals' speeds:

For the dog:
Let x be the number of leaps taken by the hare. Then, for every 5 leaps taken by the hare, the dog takes 4 * (5/5) = 4 leaps.
So, in terms of x, we have: Dog's speed = 4x / (5x) = 4/5

For the hare:
Given that 3 leaps of a dog are equal to 4 leaps of a hare:
3 * Dog's speed = 4 * Hare's speed
3 * (4/5) = 4 * Hare's speed
Hare's speed = (3*4)/(5*4) = 3/5

Therefore, comparing their speeds gives us:
Dog's speed : Hare's speed
= (Dog's leap ratio) : (Hare's leap ratio)
= **(A)16:15**"
A shrewd opportunist bought 50 equally priced Kale Kids in November for t dollars total. In December, he sold each Kale Kid for a profit of 100 percent. In terms of t, how much was each Kale Kid sold for?	"Let the price of each Kale Kid be x dollars.

In November, the opportunist bought 50 Kale Kids for a total of t dollars. Therefore, we have:
50x = t
x = t/50

In December, he sold each Kale Kid for a profit of 100%, which means he sold each Kale Kid for twice its original price. So, the selling price per Kale Kid in December is:
2 * (t/50) = t/25

Therefore, each Kale Kid was sold for t/25 dollars.

Answer: D) t/25"
If a cellphone is purchased for Rs.490 and sold for Rs.465.50 find the loss percentage?	"Given:
Cost price (CP) = Rs. 490
Selling price (SP) = Rs. 465.50

To find the loss percentage, we can use the formula:
Loss Percentage = ((CP - SP) / CP) * 100

Calculating the loss first:
Loss = CP - SP
Loss = Rs. 490 - Rs. 465.50
Loss = Rs. 24.50

Now, substituting the values into the formula to find the loss percentage:
Loss Percentage = ((490 - 465.50) / 490) * 100
Loss Percentage = (24.50 / 490) * 100
Loss Percentage ≈ (0.05) * 100
Loss Percentage ≈ 5%

Therefore, the loss percentage is approximately equal to A)5.

Answer: A)5"
An agent gets a 5% commission on sales of cloths. In a certain day he got $500 as commission. The cloths sold through him on that day is worth?	"Let the total sales of clothes be x dollars.

The agent receives a 5% commission on the total sales, which amounts to $500.

So, 5% of x = $500
0.05x = $500
x = $500 / 0.05
x = $10000

Therefore, the cloths sold through him on that day is worth $10000.

Answer: C) 10000"
If the ratio of the ages of Maya and Chhaya is 6:5 at present, and fifteen years from now, the ratio will get changed to 9:8, then find Maya's present age.	"To solve this question, we can use the concept of ratios and ages.

Let's assume the present age of Maya is 6x years and the present age of Chhaya is 5x years.

Fifteen years from now, Maya's age will be 6x + 15 and Chhaya's age will be 5x + 15.

According to the given information, the ratio of their ages fifteen years from now is 9:8. So we can set up an equation:

(6x + 15) / (5x + 15) = 9 / 8

Cross multiply to solve for x:

8(6x + 15) = 9(5x + 15)
48x +120 =45 x+135
3 x=15
Therefore, x=5

Now, we need to find Maya's present age:
Maya's present age = 6 * x = 6 * (5) =30 years

So, Maya's present age is indeed B)30 years.

Answer: B)30 years"
Scott bought three bags of candy with 75 pieces in each one. He plans to divide all the candy evenly among seven friends. How many pieces of candy will Scott have left for himself?	"To find out how many pieces of candy Scott will have left for himself, we first need to calculate the total number of candies he has and then divide them evenly among his seven friends.

Given:
- Number of bags of candy = 3
- Pieces of candy in each bag = 75
- Total friends to share with = 7

Total pieces of candy Scott has = 3 bags * 75 pieces per bag = 225 pieces

Now, we need to divide these candies equally among the seven friends:
225 pieces / 7 friends ≈ 32.14 pieces per friend

Since candies cannot be divided into fractions, Scott will give away a total of (7 friends * 32) = 224 pieces to his friends.

To find out how many candies Scott will have left for himself:
225 total candies - 224 given to friends = **1 piece**

Therefore, Scott will have **1 piece** of candy left for himself.

Answer: E)1"
